symbol,code,name,trade,pricechange,changepercent,buy,sell,settlement,open,high,low,volume,amount,ticktime,per,pb,mktcap,nmc,turnoverratio
sz000617,000617,中油资本,7.850,-0.48,-5.762,7.850,7.860,8.330,8.250,8.320,7.850,228160231,1847974059,15:00:00,20.128,0.973,9924032.077015,9924032.077015,1.80477
sz000625,000625,长安汽车,14.720,0.2,1.377,14.710,14.720,14.520,14.450,15.150,14.360,382098065,5630766598,15:00:00,12.8,2.01,14598249.456576,12088702.123776,4.65268
sz000651,000651,格力电器,43.120,-0.6,-1.372,43.110,43.120,43.720,43.650,43.860,42.890,42410752,1839025066,15:00:00,8.261,1.912,24153261.555192,23782604.255872,0.76895
sz000661,000661,长春高新,110.310,-1.67,-1.491,110.310,110.320,111.980,111.500,112.720,110.250,5827774,650615865,15:00:00,9.84,1.931,4437671.899659,4393412.019801,1.46324
sz000708,000708,中信特钢,12.170,-0.14,-1.137,12.160,12.170,12.310,12.250,12.390,12.160,13383470,164242585,15:00:00,10.77,1.568,6142389.692947,6142389.692947,0.26517
sz000725,000725,京东方Ａ,4.410,0.01,0.227,4.410,4.420,4.400,4.390,4.540,4.380,778116803,3472426459,15:00:00,73.5,1.277,16603641.804456,16251686.958906,2.11147
sz000733,000733,振华科技,47.480,-1.38,-2.824,47.470,47.480,48.860,48.450,49.130,47.470,10726006,517994398,15:00:00,9.26,1.824,2631196.458388,2629320.048788,1.93689
sz000768,000768,中航西飞,27.470,-0.86,-3.036,27.470,27.480,28.330,28.210,28.330,27.460,29386688,816877942,15:00:00,88.47,3.768,7641439.975037,7605468.010037,1.06141
sz000776,000776,广发证券,16.820,-0.54,-3.111,16.810,16.820,17.360,17.340,17.490,16.810,62795442,1077676026,15:00:00,20.265,1.084,12818669.450848,9956248.242448,1.06086
sz000786,000786,北新建材,29.290,-0.47,-1.579,29.290,29.300,29.760,29.690,29.770,29.180,10320969,304416102,15:00:00,14.041,1.968,4948568.469218,4781443.29674,0.63224
sz000792,000792,盐湖股份,18.430,-0.52,-2.744,18.420,18.430,18.950,18.800,19.090,18.420,52864124,990188455,15:00:00,12.385,2.856,10012791.706496,10012630.832869,0.97306
sz000800,000800,一汽解放,8.720,-0.06,-0.683,8.710,8.720,8.780,8.730,8.970,8.710,21604062,190277599,15:00:00,52.816,1.777,4292307.665472,4030723.468728,0.46738
sz000807,000807,云铝股份,14.760,-0.07,-0.472,14.760,14.770,14.830,14.830,15.100,14.720,26464941,394111982,15:00:00,12.947,1.828,5118705.12978,5118619.881924,0.76314
sz000858,000858,五 粮 液,151.290,-2.2,-1.433,151.280,151.290,153.490,153.480,154.130,150.550,25544269,3894476943,15:00:00,19.439,4.307,58724847.507645,58723605.447003,0.6581
sz000876,000876,新 希 望,9.740,-0.18,-1.815,9.730,9.740,9.920,9.890,9.950,9.730,24768400,244136436,15:00:00,243.5,2.076,4427589.313842,4394439.682596,0.54898
sz000895,000895,双汇发展,24.920,-0.01,-0.04,24.910,24.920,24.930,24.860,25.230,24.860,13677737,342408466,15:00:00,17.087,4.331,8633935.742796,8632596.370048,0.39484
sz000938,000938,紫光股份,26.420,-0.99,-3.612,26.410,26.420,27.410,27.280,27.740,26.400,91761534,2478738165,15:00:00,35.946,5.593,7556331.027108,7556331.027108,3.20836
sz000963,000963,华东医药,34.830,-0.48,-1.359,34.830,34.840,35.310,35.290,35.750,34.780,10967764,387584537,15:00:00,21.475,2.772,6110096.454684,6099069.067704,0.62634
sz000977,000977,浪潮信息,49.210,-3.19,-6.088,49.210,49.220,52.400,52.290,53.400,49.190,134724319,6860670164,15:00:00,41.689,3.832,7244376.935362,7235741.859822,9.16255
sz000983,000983,山西焦煤,8.330,0.0,0.0,8.320,8.330,8.330,8.310,8.420,8.270,29401088,245767450,15:00:00,6.782,1.288,4729025.182147,3865297.869657,0.63361
sz000999,000999,华润三九,48.100,-0.35,-0.722,48.090,48.100,48.450,48.120,49.300,48.050,9759080,474374109,15:00:00,16.586,3.009,6177476.67485,6135922.68562,0.76502
sz001289,001289,龙源电力,17.480,-0.33,-1.853,17.480,17.490,17.810,17.720,17.960,17.480,4758579,84249021,15:00:00,24.037,2.019,14612958.654672,233071.368204,3.56886
sz001965,001965,招商公路,11.650,0.18,1.569,11.650,11.660,11.470,11.480,11.840,11.380,37318462,436573619,15:00:00,11.04,1.234,7945693.06401,7945693.06401,0.54716
sz001979,001979,招商蛇口,10.810,-0.41,-3.654,10.810,10.820,11.220,11.130,11.250,10.800,100791061,1109985849,15:00:00,16.631,1.002,9794763.907337,8996662.984531,1.21106
sz002001,002001,新 和 成,22.410,-0.43,-1.883,22.410,22.420,22.840,22.780,23.000,22.410,16007077,363696326,15:00:00,25.759,2.523,6926723.384796,6845129.130564,0.52405
sz002007,002007,华兰生物,16.940,-0.25,-1.454,16.940,16.950,17.190,17.160,17.290,16.930,10770676,184603565,15:00:00,20.86,2.648,3097954.888644,2664319.166586,0.68481
sz002027,002027,分众传媒,7.250,-0.04,-0.549,7.240,7.250,7.290,7.270,7.490,7.240,95479555,703552538,15:00:00,21.694,6.629,10470594.80135,10470594.80135,0.66112
sz002049,002049,紫光国微,68.050,-3.14,-4.411,68.050,68.060,71.190,70.990,71.900,68.010,28427812,1984430484,15:00:00,22.748,4.816,5781677.04311,5780657.31386,3.34653
sz002050,002050,三花智控,23.820,-1.27,-5.062,23.820,23.830,25.090,24.720,24.900,23.750,95882723,2327335391,15:00:00,29.407,4.82,8890551.87237,8743011.978606,2.61229
sz002074,002074,国轩高科,23.330,-0.9,-3.714,23.330,23.350,24.230,24.010,24.330,23.330,33739848,804756574,15:00:00,44.019,1.668,4194752.808646,3116829.392707,2.52549
sz002129,002129,TCL中环,10.680,-0.6,-5.319,10.680,10.690,11.280,11.270,11.350,10.680,121616132,1340235378,15:00:00,12.538,1.245,4318047.645564,4314781.523208,3.01026
sz002142,002142,宁波银行,25.240,-0.46,-1.79,25.240,25.250,25.700,25.710,25.810,25.240,21088453,537434118,15:00:00,6.731,0.844,16667463.159008,16465561.803796,0.32326
sz002179,002179,中航光电,41.310,-0.84,-1.993,41.300,41.310,42.150,42.080,42.370,41.250,12304305,514205548,15:00:00,25.558,3.929,8756321.226876,8525187.889605,0.59622
sz002180,002180,纳思达,27.560,-1.22,-4.239,27.550,27.560,28.780,28.620,29.050,27.550,17309128,486519475,15:00:00,-6.271,3.775,3915327.63284,3756213.470204,1.27
sz002230,002230,科大讯飞,53.070,0.38,0.721,53.070,53.080,52.690,52.980,56.500,52.940,189928635,10385019896,15:00:00,189.536,7.441,12268373.319795,11593066.597002,8.69443
sz002236,002236,大华股份,17.700,0.22,1.259,17.700,17.710,17.480,17.390,18.420,17.390,110165741,1986868201,15:00:00,7.662,1.629,5827453.6413,3718784.52462,5.24347
sz002241,002241,歌尔股份,26.420,0.9,3.527,26.420,26.430,25.520,25.280,27.490,25.210,302250513,8006092895,15:00:00,82.563,2.805,9069551.45705,7993832.552116,9.98952
sz002252,002252,上海莱士,7.460,-0.08,-1.061,7.460,7.470,7.540,7.520,7.610,7.460,34894723,263224360,15:00:00,27.63,1.589,4951936.688402,4949553.050552,0.52594
sz002271,002271,东方雨虹,14.130,-0.52,-3.549,14.120,14.130,14.650,14.780,14.850,14.120,53913280,778508174,15:00:00,15.527,1.315,3442513.841064,2730231.412686,2.79022
sz002304,002304,洋河股份,89.450,-0.51,-0.567,89.450,89.460,89.960,89.800,91.330,88.700,9086036,818994531,15:00:00,13.454,2.519,13475151.18693,13441712.03976,0.60464
sz002311,002311,海大集团,46.890,-0.73,-1.533,46.890,46.900,47.620,48.160,48.480,46.890,6986059,330993366,15:00:00,28.247,3.516,7801323.60933,7795562.389767,0.42021
sz002352,002352,顺丰控股,42.920,-1.08,-2.455,42.920,42.930,44.000,43.750,44.000,42.870,25919148,1124923795,15:00:00,25.247,2.281,20671074.531036,20553402.548216,0.54125
sz002371,002371,北方华创,422.680,-26.63,-5.927,422.680,422.690,449.310,445.460,449.000,421.520,10810846,4688952725,15:00:00,57.411,7.762,22533981.125916,22514485.010916,2.02959
sz002410,002410,广联达,13.710,-0.83,-5.708,13.710,13.720,14.540,14.450,14.790,13.700,59884590,851658611,15:00:00,195.299,3.763,2264815.692882,2177654.110134,3.77019
sz002415,002415,海康威视,31.400,-0.23,-0.727,31.400,31.410,31.630,31.630,32.280,31.400,49872392,1587994394,15:00:00,20.658,3.774,28992242.74364,28592836.35446,0.54769
sz002459,002459,晶澳科技,16.400,-1.21,-6.871,16.400,16.410,17.610,17.510,17.660,16.390,83828153,1426474996,15:00:00,7.664,1.739,5427871.67236,5421807.20984,2.53565
sz002460,002460,赣锋锂业,38.930,-2.68,-6.441,38.930,38.940,41.610,41.000,41.150,38.790,76448290,3054909539,15:00:00,15.825,1.786,7852834.163647,4705553.951828,6.32472
sz002466,002466,天齐锂业,37.810,-2.15,-5.38,37.810,37.820,39.960,39.190,39.900,37.780,50457265,1952237980,15:00:00,8.497,1.426,6205458.805323,5581841.147,3.41785
sz002475,002475,立讯精密,39.300,-0.8,-1.995,39.290,39.300,40.100,39.900,40.320,39.300,77059914,3071696125,15:00:00,25.519,4.434,28419749.67531,28352185.15068,1.06816
sz002493,002493,荣盛石化,9.980,-0.07,-0.697,9.980,9.990,10.050,10.000,10.180,9.940,29175679,293292968,15:00:00,83.167,2.305,10105273.95,9479284.6875,0.30717
sz002555,002555,三七互娱,17.190,0.28,1.656,17.180,17.190,16.910,16.830,17.880,16.820,161279392,2813454544,15:00:00,14.325,3.026,3812508.699039,2758296.902067,10.0511
sz002594,002594,比亚迪,290.000,-4.75,-1.612,290.000,290.010,294.750,294.790,295.790,288.020,15323594,4471450174,15:00:00,28.101,5.427,84368709.795,33711267.964,1.31821
sz002601,002601,龙佰集团,18.780,-0.25,-1.314,18.770,18.780,19.030,19.000,19.130,18.770,17812405,337269176,15:00:00,13.609,1.877,4481458.734768,3734695.519158,0.8957
sz002603,002603,以岭药业,17.460,-0.26,-1.467,17.450,17.460,17.720,17.710,17.840,17.450,16426112,290517283,15:00:00,21.569,2.536,2917051.586496,2403036.364302,1.19349
sz002648,002648,卫星化学,18.670,-0.27,-1.426,18.670,18.680,18.940,18.840,19.030,18.630,19295490,363121521,15:00:00,13.148,2.26,6289261.50323,6285048.71108,0.57318
sz002709,002709,天赐材料,21.750,-0.56,-2.51,21.750,21.760,22.310,22.120,22.750,21.750,57281421,1271653607,15:00:00,21.97,3.223,4173444.190125,3012411.60525,4.13579
sz002714,002714,牧原股份,42.140,-0.97,-2.25,42.130,42.140,43.110,43.000,43.400,42.080,30596422,1305804963,15:00:00,-53.342,3.233,23030998.220454,16058362.719056,0.8029
sz002736,002736,国信证券,11.790,-0.49,-3.99,11.790,11.800,12.280,12.230,12.350,11.780,33960881,409415894,15:00:00,21.833,1.344,11333054.235483,10774694.490453,0.37161
sz002812,002812,恩捷股份,37.590,-1.68,-4.278,37.590,37.600,39.270,38.800,39.490,37.580,20858417,805219457,15:00:00,14.026,1.426,3651036.21981,3071521.233858,2.5527
sz002821,002821,凯莱英,83.060,-2.66,-3.103,83.060,83.230,85.720,85.160,86.660,83.000,3440384,291776920,15:00:00,13.268,1.838,3054266.563518,2729792.158546,1.04681
sz002841,002841,视源股份,41.890,0.6,1.453,41.890,41.900,41.290,41.100,42.880,40.650,10252086,430778021,15:00:00,21.264,2.311,2915613.307005,2183951.415887,1.96644
sz002916,002916,深南电路,105.120,-4.26,-3.895,105.120,105.130,109.380,108.900,112.220,105.000,6986708,760705160,15:00:00,38.505,3.79,5391368.64792,5369656.153968,1.36776
sz002920,002920,德赛西威,124.950,-5.63,-4.312,124.950,124.960,130.580,129.990,130.990,124.810,5528266,701967828,15:00:00,44.466,7.743,6934801.2195,6891150.624225,1.00238
sz002938,002938,鹏鼎控股,33.560,-0.69,-2.015,33.560,33.570,34.250,34.270,34.650,33.530,13424310,457785551,15:00:00,23.634,2.558,7781090.098496,7737237.907628,0.58227
sz003816,003816,中国广核,4.110,0.08,1.985,4.100,4.110,4.030,4.020,4.140,4.010,229037983,937637746,15:00:00,19.387,1.752,20754929.1621,16166679.2871,0.58228
sz300014,300014,亿纬锂能,49.300,-2.25,-4.365,49.300,49.310,51.550,50.970,51.660,49.210,36925697,1865694067,15:35:15,24.899,2.754,10085406.98021,9176872.80478,1.98372
sz300015,300015,爱尔眼科,15.090,-0.5,-3.207,15.090,15.100,15.590,15.590,15.720,15.070,123697870,1907982868,15:35:30,41.411,6.898,14074464.872955,11938334.637579,1.56354
sz300033,300033,同花顺,272.500,-45.46,-14.297,272.500,272.510,317.960,311.970,321.900,270.990,42075223,12326771535,15:35:30,104.406,21.601,14649600.0,7452591.08225,15.38458
sz300059,300059,东方财富,25.630,-1.78,-6.494,25.630,25.640,27.410,27.340,27.550,25.590,1139645601,30195067880,15:35:45,49.288,5.258,40458345.363425,34239831.264529,8.53074
sz300122,300122,智飞生物,29.530,-1.35,-4.372,29.520,29.530,30.880,30.680,31.110,29.530,39671535,1202062291,15:36:00,8.782,2.248,7068861.122891,4176446.350344,2.80502
sz300124,300124,汇川技术,58.380,-1.32,-2.211,58.380,58.390,59.700,58.990,60.300,58.320,24824570,1468964576,15:35:30,32.798,5.937,15717333.245544,13315508.45415,1.0884
sz300142,300142,沃森生物,15.590,-0.3,-1.888,15.590,15.600,15.890,15.880,16.110,15.590,27925448,443276953,15:36:00,59.481,2.6,2493384.375419,2430806.321207,1.791
sz300223,300223,北京君正,73.200,-4.91,-6.286,73.190,73.200,78.110,78.500,79.270,73.170,22437010,1709703623,15:36:00,65.615,2.961,3525091.74852,3071403.18468,5.34736
sz300274,300274,阳光电源,85.740,-3.55,-3.976,85.730,85.740,89.290,88.000,89.380,85.740,44520302,3871612312,15:35:15,13.481,5.204,17775714.749376,13632669.851526,2.80002
sz300308,300308,中际旭创,140.500,-8.31,-5.584,140.490,140.500,148.810,148.810,152.880,140.200,37995502,5538616905,15:35:15,50.179,8.917,15752389.45145,15675789.5399,3.40549
sz300316,300316,晶盛机电,36.880,-2.31,-5.894,36.880,36.890,39.190,39.600,39.900,36.780,32158865,1223330586,15:35:45,10.567,2.834,4829560.643336,4541976.436904,2.61124
sz300347,300347,泰格医药,62.390,-2.43,-3.749,62.380,62.390,64.820,64.780,65.500,62.390,9668155,615407586,15:35:45,26.662,2.562,5396414.12823,3557083.033514,1.69576
sz300408,300408,三环集团,35.530,-0.73,-2.013,35.530,35.540,36.260,36.280,36.610,35.530,14055673,508248734,15:35:30,43.329,3.527,6809315.159163,6643427.884401,0.75172
sz300413,300413,芒果超媒,27.630,-0.07,-0.253,27.620,27.630,27.700,27.990,29.240,27.600,30884052,879825310,15:35:45,14.542,2.29,5168801.611845,2822956.983954,3.02281
sz300418,300418,昆仑万维,46.460,0.81,1.774,46.450,46.460,45.650,47.010,50.660,46.250,135941191,6573118523,15:36:00,44.248,3.847,5721526.020884,5721526.020884,11.03871
sz300433,300433,蓝思科技,21.700,-0.7,-3.125,21.700,21.710,22.400,22.200,22.960,21.700,48272888,1079957953,15:35:30,35.574,2.286,10813261.42477,10775318.98128,0.97215
sz300442,300442,润泽科技,35.000,0.38,1.098,34.990,35.000,34.620,34.700,36.660,34.700,39477014,1415852795,15:35:45,33.981,6.407,6022021.7715,2148059.186,6.4323
sz300450,300450,先导智能,23.030,-1.51,-6.153,23.030,23.040,24.540,24.420,24.850,22.980,87465506,2081931526,15:35:45,20.325,3.018,3606873.467302,3591346.823239,5.60884
sz300454,300454,深信服,67.300,-2.0,-2.886,67.290,67.300,69.300,69.140,71.770,67.200,7158150,498418926,15:35:45,143.191,3.448,2826402.89176,1860052.17235,2.58995
sz300496,300496,中科创达,57.250,-1.77,-2.999,57.250,57.260,59.020,58.180,60.500,57.010,18654612,1099786279,15:35:00,56.287,2.747,2633568.808775,2101292.841975,5.08247
sz300498,300498,温氏股份,18.030,-0.28,-1.529,18.030,18.040,18.310,18.280,18.420,18.030,42206091,770005931,15:35:30,-18.574,3.117,11997015.841608,9806958.475368,0.77595
sz300628,300628,亿联网络,39.260,-1.4,-3.443,39.260,39.270,40.660,40.390,40.790,39.240,10011800,400884344,15:35:00,24.683,5.981,4961738.483052,2837962.112778,1.38502
sz300661,300661,圣邦股份,88.740,-3.15,-3.428,88.740,88.750,91.890,91.620,92.550,88.550,5761738,521717140,15:35:00,147.629,9.758,4188355.97751,4015679.686686,1.27325
sz300750,300750,宁德时代,265.560,-9.44,-3.433,265.560,265.570,275.000,269.500,275.000,265.560,35198317,9488134618,15:35:45,22.524,4.934,116909488.69086,103607319.41136,0.90218
sz300751,300751,迈为股份,130.800,0.25,0.191,130.780,130.800,130.550,128.830,136.500,126.570,5391562,707633582,15:35:00,39.757,4.907,3654617.47848,2529049.50972,2.78846
sz300759,300759,康龙化成,28.410,-1.03,-3.499,28.400,28.410,29.440,29.440,29.860,28.400,31326954,909544372,15:35:45,31.451,3.793,5077987.197777,4058605.396785,2.19287
sz300760,300760,迈瑞医疗,270.680,-5.92,-2.14,270.680,270.760,276.600,276.350,278.450,270.670,6078619,1661495320,15:35:00,28.318,8.847,32818363.652792,32818337.261492,0.50135
sz300782,300782,卓胜微,94.180,-4.54,-4.599,94.170,94.180,98.720,98.000,99.690,93.830,14020610,1352930405,15:35:15,44.792,4.931,5034191.400198,4215219.279794,3.1326
sz300832,300832,新产业,67.790,-0.86,-1.253,67.790,67.800,68.650,69.000,70.070,66.900,5128266,348602452,15:35:15,32.198,6.56,5326387.643515,4611126.818754,0.75393
sz300896,300896,爱美客,214.010,-10.6,-4.719,214.010,214.020,224.610,224.000,226.500,213.800,4895926,1073464269,15:35:00,24.885,8.71,6472468.14765,4461343.820869,2.34857
sz300919,300919,中伟股份,41.080,-1.55,-3.636,41.080,41.100,42.630,42.350,43.060,41.080,10561442,443550556,15:35:30,14.166,1.925,3849564.955912,3737531.526508,1.16083
sz300957,300957,贝泰妮,49.760,-0.96,-1.893,49.750,49.760,50.720,50.720,51.210,49.760,5460225,275747184,15:35:00,27.799,3.57,2107833.6,2107833.6,1.289
sz300979,300979,华利集团,65.880,-1.01,-1.51,65.860,65.880,66.890,66.700,67.250,65.880,1162200,77144769,15:35:15,24.044,4.698,7688196.0,7688145.6018,0.09959
sz300999,300999,金龙鱼,34.550,-0.84,-2.374,34.540,34.550,35.390,35.590,35.760,34.500,9632994,338264575,15:35:15,65.189,2.026,18731598.75688,1874845.720135,1.77519
sz301269,301269,华大九天,125.060,-6.93,-5.25,125.050,125.060,131.990,130.390,134.850,124.500,12711982,1644893516,15:35:45,338.0,13.845,6790029.750608,3280592.003676,4.84596
